"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"52.222.143.3","192.168.119.140",3,276,1,105,2,171,3.788753112,0.027515165999999702,30528.618290000835,49718.0355008585
"47.91.64.21","192.168.119.140",3,162,1,54,2,108,3.793506855,0.03832707699999993,11271.404808668314,22542.80961733663
"142.251.36.36","192.168.119.140",21,1386,3,198,18,1188,4.029395556,4.322113732000001,366.4873481399632,2198.9240888397794
"192.168.119.140","207.241.225.102",69,23481,37,3756,32,19725,4.037184607,3.988225523999999,7534.17774877066,39566.46860875966
"192.168.119.140","207.241.239.241",24,8239,14,1322,10,6917,4.088506977,3.113690363,3396.6126258650083,17771.837770883707
"172.217.168.228","192.168.119.140",67,4410,1,54,66,4356,6.355299801,1.9960281849999992,216.4298095820727,17458.671306287197
"192.168.119.140","216.58.214.4",5,330,5,330,0,0,6.359757502,1.9916963690000005,1325.5032449175487,0
"142.250.179.164","192.168.119.140",5,330,0,0,5,330,6.361277969,1.926101569,0,1370.6442289908127
"34.117.237.239","192.168.119.140",6,552,2,210,4,342,6.826465502,0.5595619300000001,3002.3486408376634,4889.53921507848
"172.64.147.134","192.168.119.140",3,240,1,93,2,147,7.003872946,0.019498564999999246,38156.65409223852,60312.1306619254

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"142.250.179.164","192.168.119.140",18,5916,8,4838,10,1078,0,10.151824441,3812.5166786461373,849.502476143145
"172.217.168.228","192.168.119.140",32,6840,9,4904,23,1936,0.839868019,10.179907331999999,3853.8661227962543,1521.4283877923224
"142.251.36.36","192.168.119.140",28,6589,12,5103,16,1486,1.3519770850000001,10.563845617,3864.501761962847,1125.347759803408
"13.227.209.198","192.168.119.140",15,1380,5,525,10,855,2.859449701,9.204497179,456.29868946912956,743.115008564011
"192.168.119.140","216.58.214.4",1,66,1,66,0,0,2.887857014,0,0,0
"23.222.45.252","192.168.119.140",7,967,3,372,4,595,2.910603135,0.06685352,44515.232705772265,71200.43940842606
"104.73.152.39","192.168.119.140",1640,1309684,918,1249647,722,60037,3.228784924,9.566076248999998,1045065.4730088596,50208.25545376646
"192.168.119.140","207.241.239.241",24,8231,14,1298,10,6933,3.942399154,0.6870754639999999,15113.332587292045,80724.75718620628
"142.251.36.46","192.168.119.140",15,1448,5,520,10,928,6.516627836,4.950494212000001,840.3201421620003,1499.6482537044928
"142.251.36.40","192.168.119.140",19,6993,8,5839,11,1154,8.307212969,1.1471044629999998,40721.661807360615,8048.090036940255
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,8.555763237,0.04435307999999871,18938.932764083675,30843.404787221985
"142.251.39.104","192.168.119.140",19,6994,8,5840,11,1154,8.792993829,1.2837893329999996,36392.26374534771,7191.211020912886

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"142.251.36.36","192.168.119.140",9,606,5,330,4,276,0,3.402678683,775.8593290602514,648.900529759483
"172.217.168.228","192.168.119.140",10,672,5,330,5,342,0.239308564,4.283325116,616.3435948717744,638.756089230748
"142.251.36.46","192.168.119.140",9,828,3,315,6,513,1.824248113,7.472436766000001,337.23938775449244,549.2184314858877
"87.248.116.11","192.168.119.140",3,276,1,105,2,171,1.960497988,0.031078264000000022,27028.536729078543,44017.90267307077
"151.101.1.16","192.168.119.140",6,396,3,222,3,174,3.296982905,0.053520492999999725,33183.55083164143,26008.729030205443
"104.18.40.122","192.168.119.140",18,1440,6,558,12,882,4.591693801,3.0538746530000003,1461.7495828176022,2310.5074050987905
"192.0.77.48","192.168.119.140",22,1470,12,852,10,618,6.874930436,1.7337335070000002,3931.4000522457454,2851.6493336712097
"34.120.208.123","192.168.119.140",14,1372,6,542,8,830,7.169404775,0.28589710299999993,15166.295686458918,23225.139150850373
"13.227.209.198","192.168.119.140",9,828,3,315,6,513,8.060827531,1.2627381690000004,1995.6631246805998,3250.0799459084055
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,9.432365234,0.023202438000000214,36203.09210609645,58959.3214299285

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"13.227.209.198","192.168.119.140",12,1104,4,420,8,684,0,15.554267213,216.01789103840053,351.80056540539516
"34.117.237.239","192.168.119.140",9,828,3,315,6,513,0.053235313,15.632479528,161.20283384899503,262.53032941122046
"172.217.168.228","192.168.119.140",121,36381,52,29295,69,7086,0.06051,17.391360532,13475.656465678978,3259.5494697320787
"52.222.143.3","192.168.119.140",3,276,1,105,2,171,0.867860329,0.02656979199999998,31614.850428637175,51487.04212663769
